cid,x1
6668,0.0001
2059,0.0001
6235,0.0001
8419,0.0008
1355,0.0001
8413,0.0001
8411,0.0003
8410,0.0001
8417,0.0002
12206,0.0005
991,0.0010
7588,0.0001
7589,0.0010
9809,0.0001
9807,0.0005
7585,0.0000
7586,0.0040
7587,0.0034
7580,0.0000
9801,0.0001
7583,0.0002
12652,0.0001
6232,0.0000
6661,0.0001
6666,0.0003
6667,0.0005
6951,0.0029
6665,0.0001
4149,0.0000
4148,0.0001
4145,0.0004
6486,0.0001
4146,0.0001
4141,0.0001
4140,0.0004
4143,0.0013
4142,0.0005
3854,0.0001
3855,0.0000
3852,0.0000
3850,0.0003
992,0.0000
3859,0.0001
9337,0.0000
2661,0.0004
4477,0.0000
6610,0.0001
5918,0.0000
5915,0.0009
5914,0.0002
5917,0.0016
5913,0.0001
5912,0.0001
12823,0.0000
4558,0.0002
10513,0.0005
4556,0.0003
13426,0.0001
13425,0.0031
4555,0.0002
13423,0.0288
4553,0.0031
4550,0.0005
4551,0.0007
10511,0.0000
11689,0.0002
11688,0.0014
11685,0.0024
11684,0.0008
11687,0.0001
11686,0.0002
11683,0.0009
9770,0.0014
4549,0.0007
4548,0.0000
6077,0.0000
12087,0.0001
12084,0.0000
6074,0.0004
6073,0.0001
6072,0.0003
12080,0.0013
6070,0.0002
12088,0.0001
2617,0.0003
2613,0.0001
2612,0.0002
7347,0.0034
7344,0.0225
7345,0.0004
10798,0.0010
10799,0.0002
7340,0.0012
10029,0.0006
10794,0.0001
10795,0.0130
10024,0.0005
10797,0.0010
10790,0.0002
10791,0.0002
10792,0.0001
10021,0.0001
13433,0.0007
4545,0.0002
13436,0.0003
12334,0.0002
12335,0.0001
12330,0.0005
12331,0.0182
12332,0.0002
12333,0.0002
7008,0.0006
10248,0.0000
10249,0.0009
9029,0.0005
7001,0.0005
10243,0.0004
7003,0.0005
7002,0.0001
10246,0.0002
9020,0.0319
9023,0.0003
9022,0.0002
5427,0.0001
740,0.0001
741,0.0000
743,0.0000
744,0.0000
745,0.0001
747,0.0019
748,0.0002
2949,0.0003
2947,0.0002
2946,0.0003
2943,0.0002
2940,0.0006
5357,0.0001
5356,0.0002
1052,0.0005
5353,0.0006
5352,0.0004
5351,0.0000
1057,0.0001
1058,0.0001
1182,0.0001
9387,0.0001
5358,0.0001
4310,0.0019
4312,0.0003
4313,0.0002
4314,0.0002
4315,0.0013
4317,0.0003
4319,0.0001
11047,0.0004
11045,0.0001
11044,0.0001
11043,0.0001
11042,0.0044
11041,0.0038
12091,0.0001
11049,0.0002
3119,0.0001
3118,0.0003
3114,0.0001
3111,0.0004
3110,0.0001
8649,0.0004
8644,0.0007
8645,0.0001
8642,0.0002
8643,0.0248
8640,0.0007
8641,0.0014
5740,0.0003
11309,0.0006
5742,0.0006
5745,0.0002
5746,0.0004
5747,0.0003
11300,0.0063
11301,0.0008
11302,0.0001
11303,0.0004
11304,0.0001
11305,0.0004
11307,0.0002
927,0.0000
7308,0.0073
1700,0.0004
5266,0.0000
3183,0.0000
1702,0.0002
1703,0.0001
1704,0.0001
12533,0.0001
1707,0.0001
12538,0.0021
13748,0.0001
1603,0.0005
12659,0.0003
12658,0.0004
6663,0.0003
6660,0.0001
12650,0.0002
12657,0.0002
12656,0.0005
6664,0.0001
12654,0.0026
10871,0.0002
10870,0.0000
10872,0.0053
10875,0.0005
10874,0.0004
10876,0.0005
8195,0.0000
2378,0.0006
2374,0.0004
2375,0.0004
2376,0.0001
2377,0.0000
2370,0.0006
2371,0.0011
2372,0.0009
1876,0.0000
1877,0.0001
1873,0.0000
1870,0.0002
1871,0.0002
2133,0.0008
1878,0.0001
4945,0.0001
4944,0.0001
4947,0.0009
4946,0.0002
4941,0.0002
4940,0.0001
4943,0.0008
4942,0.0002
4949,0.0003
2118,0.0015
2130,0.0001
2110,0.0008
2111,0.0071
2112,0.0032
2114,0.0000
2115,0.0002
2116,0.0006
2117,0.0000
14022,0.0002
14023,0.0001
14021,0.0001
14026,0.0000
14025,0.0000
14028,0.0005
6045,0.0001
1919,0.0000
1918,0.0010
5108,0.0002
5109,0.0001
3289,0.0002
3288,0.0013
1911,0.0004
5103,0.0000
3284,0.0014
1915,0.0000
3282,0.0000
5104,0.0000
3280,0.0015
13213,0.0006
13214,0.0000
13216,0.0001
13217,0.0000
13218,0.0004
13219,0.0000
10498,0.0001
10496,0.0017
10494,0.0001
10491,0.0005
883,0.0700
882,0.0041
4010,0.0001
887,0.0001
886,0.0004
884,0.0000
13706,0.0000
889,0.0003
888,0.0003
13704,0.0116
4014,0.0001
9887,0.0004
7505,0.0000
7506,0.0002
9884,0.0002
353,0.0001
7501,0.0002
9880,0.0001
4552,0.0012
6868,0.0039
6869,0.0008
10731,0.0000
6864,0.0015
6866,0.0001
6861,0.0002
6862,0.0000
6863,0.0004
9583,0.0001
9580,0.0002
7352,0.0002
7355,0.0001
358,0.0121
7354,0.0002
8255,0.0002
1269,0.0001
8256,0.0003
8251,0.0014
669,0.0002
8252,0.0012
667,0.0017
1262,0.0005
1261,0.0002
9585,0.0066
663,0.0004
1266,0.0001
1265,0.0002
660,0.0002
5102,0.0001
8789,0.0003
10012,0.0004
8783,0.0011
8782,0.0004
8781,0.0005
8787,0.0004
8785,0.0017
8784,0.0218
9589,0.0126
7619,0.0000
7614,0.0000
10017,0.0002
7616,0.0014
7610,1.0000
7611,0.0001
7612,0.0012
7613,0.0001
3281,0.0001
1916,0.0005
8430,0.0001
8433,0.0015
8432,0.0001
8435,0.0003
8436,0.0014
9825,0.0004
9824,0.0001
9827,0.0004
9826,0.0002
9821,0.0012
9823,0.0003
9822,0.0007
9828,0.0015
12774,0.0001
12775,0.0003
12776,0.0028
11550,0.0007
6126,0.0005
12594,0.0001
12772,0.0003
13959,0.0002
6122,0.0003
8514,0.0001
8515,0.0019
8512,0.0001
8513,0.0000
4129,0.0001
4128,0.0086
8046,0.0000
4121,0.0010
4120,0.0001
4126,0.0000
4125,0.0001
12779,0.0012
13867,0.0000
5689,0.0004
5685,0.0006
5684,0.0001
5686,0.2258
5681,0.0004
5680,0.0006
5683,0.0001
5682,0.0002
6153,0.0001
13864,0.0000
13887,0.0004
4191,0.0001
11519,0.0001
11514,0.0000
11517,0.0001
11516,0.0001
11511,0.0004
11510,0.0005
11513,0.0008
5978,0.0002
3019,0.0001
5973,0.0001
5970,0.0007
5977,0.0001
5975,0.0001
8494,0.0000
2587,0.0002
2586,0.0001
2585,0.0002
2584,0.0002
2583,0.0001
2582,0.0001
2581,0.0002
2580,0.0002
2588,0.0010
6054,0.0001
6057,0.0001
6056,0.0005
6051,0.0001
6050,0.0001
6053,0.0002
10004,0.0005
10005,0.0002
10006,0.0002
10007,0.0000
10000,0.0004
10001,0.0001
10002,0.0004
2635,0.0009
2636,0.0008
10008,0.0005
2630,0.0004
2633,0.0004
9599,0.0010
9229,0.0000
9595,0.0001
9226,0.0002
9225,0.0006
9224,0.0005
9223,0.0002
9590,0.0016
9221,0.0001
9592,0.0014
12358,0.0000
12359,0.0001
12352,0.0001
12350,0.0009
12351,0.0002
12356,0.0001
12357,0.0003
10263,0.0104
13775,0.0004
10266,0.0003
10267,0.0009
10268,0.0002
5401,0.0003
9049,0.0001
2079,0.0537
9043,0.0001
9041,0.0000
9040,0.0002
9047,0.0000
9045,0.0000
9044,0.0094
3544,0.0002
3545,0.0010
3546,0.0000
3540,0.0002
3541,0.0002
3542,0.0004
3543,0.0042
3548,0.0002
3549,0.0002
12615,0.0000
2965,0.0000
2964,0.0000
2967,0.0001
2966,0.0001
2961,0.0002
2960,0.0014
2962,0.0004
762,0.0001
763,0.0001
760,0.0005
766,0.0001
767,0.0024
765,0.0002
13888,0.0000
5378,0.0006
1078,0.0003
5375,0.0001
1077,0.0002
5377,0.0010
1075,0.0001
1072,0.0005
5373,0.0003
1071,0.0001
13005,0.0003
13004,0.0001
13007,0.0001
13006,0.0003
13001,0.0002
13000,0.0002
13002,0.0000
13009,0.0002
13008,0.0027
4338,0.0001
4337,0.0001
4334,0.0001
4335,0.0002
4332,0.0003
4333,0.0001
4330,0.0004
4331,0.0001
3135,0.0005
3136,0.0002
9220,0.0003
3130,0.0000
3133,0.0002
3132,0.0002
3139,0.0002
3138,0.0041
3015,0.0004
1622,0.0001
1621,0.0007
5768,0.0003
5769,0.0001
5764,0.0002
5765,0.0003
5762,0.0001
5763,0.0001
5760,0.0001
5761,0.0000
5181,0.0003
12446,0.0000
6436,0.0005
5186,0.0000
8191,0.0004
8196,0.0003
12443,0.0009
12518,0.0002
12519,0.0004
12515,0.0006
12516,0.0002
12517,0.0005
12510,0.0001
12511,0.0002
12512,0.0003
12513,0.0002
7427,0.0001
7426,0.0002
7425,0.0002
7424,0.0083
7423,0.0003
7422,0.0000
7421,0.0000
7420,0.0009
7429,0.0002
7428,0.0000
2077,0.0000
6600,0.0013
6601,0.0005
6602,0.0000
6603,0.0001
12635,0.0001
6605,0.0001
6606,0.0001
6607,0.0001
12639,0.0001
12449,0.0001
10857,0.0002
10856,0.0006
1624,0.0001
10853,0.0002
10851,0.0004
10850,0.0002
10859,0.0001
10858,0.0011
2975,0.0000
1043,0.0001
4570,0.0001
5363,0.0002
5360,0.0001
12189,0.0001
12188,0.0003
5366,0.0001
12185,0.0003
12184,0.0000
12183,0.0010
12182,0.0004
12181,0.0013
12180,0.0002
4571,0.0000
5364,0.0002
2358,0.0000
2359,0.0001
2352,0.0004
2353,0.0002
2356,0.0014
1049,0.0002
2354,0.0003
2355,0.0001
5369,0.0001
8108,0.0001
9303,0.0003
1898,0.0000
1899,0.0002
3739,0.0002
3737,0.0000
1895,0.0233
3735,0.0007
3734,0.0000
3733,0.0001
3732,0.2827
3731,0.0010
1893,0.0001
13580,0.0000
4922,0.0003
2134,0.0001
4692,0.0002
2132,0.0002
13585,0.0008
4697,0.0002
4696,0.0003
13588,0.0002
4929,0.0003
2139,0.0000
11727,0.0001
11724,0.0000
11725,0.0002
11722,0.0000
11723,0.0002
11720,0.0048
11721,0.0000
11728,0.0004
11729,0.0005
5160,0.0000
14009,0.0009
5162,0.0003
5163,0.0000
5164,0.0002
5165,0.0000
5166,0.0000
5167,0.0001
14000,0.0032
14001,0.0001
14002,0.0001
14004,0.0005
4802,0.0001
14006,0.0014
4803,0.0001
2781,0.0004
2782,0.0000
4774,0.0001
4775,0.0001
9699,0.0003
9696,0.0001
13643,0.0001
9695,0.0001
9691,0.0033
8257,0.0001
10706,0.0004
1268,0.0005
12059,0.0003
8253,0.0000
9464,0.0065
11607,0.0004
1263,0.0003
9466,0.0001
666,0.0005
9461,0.0131
665,0.0002
9460,0.0000
1799,0.0013
664,0.0005
10604,0.0002
1793,0.0007
1267,0.0004
1791,0.0006
1797,0.0002
1795,0.0002
8258,0.0001
6849,0.0001
4579,0.0003
661,0.0001
12155,0.0000
6842,0.0001
6843,0.0002
6840,0.0002
1264,0.0004
6844,0.0003
12157,0.0001
11609,0.0004
9468,0.0007
13518,0.0002
12152,0.0002
6302,0.0046
6590,0.0011
8237,0.0000
6595,0.0000
6596,0.0007
6597,0.0000
6599,0.0001
8239,0.0003
7639,0.0000
7632,0.0039
7633,0.0001
7631,0.0000
7636,0.0022
7637,0.0001
7634,0.0001
10628,0.0003
5344,0.0000
9842,0.0001
9841,0.0002
9840,0.0000
9847,0.0391
9846,0.0008
9845,0.0002
13514,0.0000
3092,0.0007
1536,0.0005
3090,0.0020
1242,0.0004
1245,0.0001
1532,0.2848
1531,0.0183
646,0.0002
1249,0.0001
1248,0.0000
3098,0.0005
1539,0.0008
1538,0.0001
4101,0.0003
10422,0.0006
4103,0.0001
4102,0.0003
4105,0.0000
4107,0.0018
9316,0.0131
4109,0.0003
4593,0.0001
10420,0.0001
9314,0.0000
13512,0.0001
9312,0.0000
3377,0.0003
3898,0.0002
3899,0.0003
3893,0.0014
9642,0.0002
3896,0.0014
3894,0.0009
5951,0.0002
4619,0.0002
5953,0.0021
11538,0.0002
5954,0.0006
5957,0.0001
4618,0.0001
11533,0.0007
11532,0.0004
11531,0.0004
8951,0.0001
11536,0.0001
13417,0.0001
11534,0.0007
239,0.0002
12056,0.0001
13500,0.0006
13501,0.0012
4612,0.0000
4614,0.0000
12630,0.0004
11808,0.0001
3372,0.0000
11922,0.0001
6039,0.0005
6038,0.0001
6032,0.0001
6030,0.0046
6037,0.0001
6036,0.0001
6035,0.0001
6034,0.0021
10062,0.0003
9204,0.0004
9207,0.0006
10061,0.0002
10066,0.0001
10067,0.0005
10064,0.0026
10065,0.0004
2652,0.0006
2651,0.0001
10069,0.0011
9208,0.0032
2655,0.0001
2654,0.0001
7388,0.0004
7382,0.0001
7383,0.0011
7380,0.0005
7386,0.0005
7387,0.0003
7385,0.0001
12370,0.0007
12372,0.0003
12373,0.0045
12374,0.0022
12375,0.0108
12376,0.0003
12377,0.0005
12378,0.0001
12379,0.0008
9061,0.0000
9062,0.0004
10288,0.0001
10289,0.0005
10286,0.0018
9068,0.0006
10284,0.0002
10282,0.0004
10283,0.0003
3562,0.0001
3563,0.0266
3560,0.0002
3567,0.0001
3564,0.0000
3565,0.0008
3569,0.0006
13395,0.0001
4485,0.0034
13397,0.0006
13396,0.0007
4480,0.0001
4481,0.0226
4482,0.0019
4483,0.0000
2489,0.0005
13399,0.0007
13398,0.0324
2902,0.0131
2901,0.0006
2900,0.0002
2907,0.0009
2904,0.0001
2909,0.0001
707,0.0002
702,0.0004
703,0.0007
11882,0.0018
11881,0.0000
11880,0.0000
11887,0.0002
11886,0.0005
11885,0.0001
11884,0.0001
11889,0.0000
5319,0.0001
5313,0.0003
5312,0.0009
9418,0.0000
5310,0.0012
5317,0.0026
5316,0.0000
5315,0.0000
13023,0.0004
13021,0.0001
13020,0.0337
13027,0.0107
13026,0.0003
13025,0.0000
13029,0.0001
13028,0.0000
3214,0.0007
3215,0.0004
1632,0.0008
3153,0.0002
3152,0.0001
3151,0.0003
1633,0.0196
3156,0.0001
1634,0.0001
11081,0.0011
3158,0.0002
11085,0.0001
1635,0.0002
3212,0.0001
10747,0.0000
1981,0.0005
1260,0.0001
2485,0.0000
13359,0.0000
10649,0.0032
10646,0.0000
2480,0.0003
8574,0.0005
8575,0.0006
8576,0.0001
8570,0.0004
8571,0.0001
8572,0.0004
8578,0.0003
8579,0.0003
12578,0.0002
12579,0.0003
12573,0.0001
12570,0.0014
12571,0.0002
12576,0.0001
12577,0.0002
12575,0.0014
7409,0.0000
7408,0.0015
7405,0.0006
7404,0.0002
7407,0.0001
7406,0.0001
7401,0.0001
7400,0.0001
569,0.0001
6628,0.0001
6629,0.0002
12616,0.0007
6624,0.0002
6625,0.0002
12613,0.0001
6623,0.0009
12611,0.0007
12610,0.0002
2818,0.0000
13625,0.0005
13624,0.0000
4716,0.0000
13626,0.0002
4710,0.0000
13620,0.0002
4712,0.0004
4713,0.0028
2338,0.0002
13629,0.0001
4719,0.0002
10728,0.0003
3714,0.0001
3711,0.0039
3710,0.0004
3713,0.0046
3718,0.0003
2711,0.0003
8189,0.0001
4909,0.0017
4908,0.0001
13568,0.0002
4678,0.0020
4677,0.0002
2487,0.0002
4903,0.0018
4674,0.0003
4673,0.0005
2483,0.0002
13560,0.0004
13561,0.0003
11704,0.0004
11705,0.0002
11706,0.0002
11700,0.0002
11702,0.0003
5149,0.0001
5146,0.0001
5147,0.0005
5144,0.0005
5143,0.0062
5141,0.0002
120,0.0003
121,0.0003
122,0.0001
123,0.0000
124,0.0001
125,0.0004
128,0.0002
129,0.0001
11530,0.0000
9412,0.0001
7957,0.0001
3379,0.0001
7956,0.0002
1189,0.0000
10349,0.0006
1186,0.0005
7222,0.0003
3376,0.0002
1184,0.0002
7952,0.0001
5426,0.0003
7951,0.0003
3373,0.0004
5420,0.0010
10691,0.0014
10727,0.0002
5423,0.0001
7228,0.0001
3370,0.0002
10341,0.0003
7246,0.0003
10340,0.0001
7243,0.0005
7241,0.0001
7240,0.0004
10347,0.0002
7249,0.0006
10346,0.0000
7959,0.0020
9163,0.0002
6820,0.0001
6821,0.0002
6822,0.0001
6824,0.0001
6825,0.0000
6826,0.0010
6827,0.0006
6829,0.0005
10545,0.0001
10540,0.0005
10543,0.0003
10542,0.0001
10549,0.0005
10548,0.0001
1902,0.0000
8816,0.0103
6676,0.0009
8813,0.0002
8811,0.0009
8810,0.0001
8819,0.0003
8818,0.0001
8219,0.0002
8218,0.0003
6673,0.0000
8749,0.0004
8748,0.0000
8211,0.0004
8210,0.0000
8744,0.0004
8743,0.0000
8742,0.0006
8217,0.0002
8740,0.0003
7650,0.0000
7651,0.0004
7652,0.0001
7654,0.0001
7655,0.0002
7656,0.0002
7659,0.0006
6490,0.0000
6248,0.0001
1997,0.0002
6493,0.0003
12278,0.0001
12648,0.0000
8177,0.0003
9187,0.0003
9563,0.0002
13956,0.0000
13955,0.0018
12294,0.0001
13953,0.0004
9869,0.0006
9868,0.0001
13951,0.0001
12270,0.0005
9860,0.0112
9863,0.0009
9862,0.0000
931,0.0010
9867,0.0002
9866,0.0001
11147,0.0000
11144,0.0000
12272,0.0001
11142,0.0015
11140,0.0001
11141,0.0001
11148,0.0004
12274,0.0005
1519,0.0005
935,0.0189
1514,0.0005
1517,0.0000
1516,0.0004
1511,0.0009
1513,0.0001
1512,0.0006
3395,0.0000
13818,0.0015
13816,0.0008
13817,0.0001
13815,0.0000
13812,0.0001
13810,0.0005
13811,0.0005
5387,0.0002
3394,0.0153
1996,0.0000
3397,0.0003
11553,0.0002
11552,0.0010
11555,0.0001
11554,0.0002
11557,0.0005
10600,0.0000
11559,0.0001
11558,0.0009
10601,0.0003
262,0.0008
261,0.0001
260,0.0000
267,0.0001
264,0.0000
269,0.0006
6011,0.0001
6010,0.0001
6013,0.0002
6014,0.0001
6016,0.0002
6019,0.0000
6018,0.0001
10048,0.0001
10049,0.0001
9261,0.0001
989,0.0002
9266,0.0001
9264,0.0002
10736,0.0004
10041,0.0003
10042,0.0037
10043,0.0008
986,0.0001
10045,0.0003
10046,0.0005
985,0.0001
12398,0.0000
12399,0.0002
12396,0.0002
12397,0.0001
12394,0.0001
12392,0.0000
12391,0.0001
4214,0.0001
9089,0.0002
9087,0.0001
9086,0.0001
9085,0.0015
9083,0.0137
9082,0.0001
9081,0.0001
9080,0.0003
9189,0.0000
824,0.0001
3508,0.0000
5088,0.0003
3500,0.0001
3501,0.0004
5081,0.0003
3503,0.0002
5087,0.0008
3505,0.0008
5085,0.0004
5084,0.0006
4512,0.0000
2674,0.0002
2677,0.0008
2676,0.0001
2679,0.0004
1209,0.0000
2929,0.0002
2921,0.0003
2923,0.0002
2924,0.0002
2927,0.0014
2926,0.0004
5331,0.0001
5330,0.0021
5333,0.0000
5332,0.0000
5334,0.0003
5337,0.0003
5336,0.0001
5339,0.0001
13049,0.0001
13048,0.0002
13040,0.0000
13042,0.0012
13045,0.0000
13044,0.0002
13047,0.0001
3179,0.0003
3171,0.0000
3170,0.0002
3173,0.0011
3172,0.0000
3175,0.0001
3177,0.0004
3176,0.0001
726,0.0001
727,0.0007
722,0.0001
721,0.0001
728,0.0010
729,0.0003
1165,0.0001
1166,0.0000
1160,0.0000
1161,0.0006
1162,0.0004
1163,0.0001
1168,0.0001
472,0.0001
1367,0.0003
3195,0.0002
1365,0.0001
3193,0.0009
6279,0.0001
3192,0.0003
5252,0.0001
474,0.0003
1712,0.0002
1361,0.0001
12550,0.0210
12551,0.0001
8550,0.0005
8551,0.0001
12802,0.0002
12803,0.0002
8554,0.0006
12557,0.0003
8004,0.0005
793,0.0002
8006,0.0030
6278,0.0002
8001,0.0000
12808,0.0024
8003,0.0002
1714,0.0002
7469,0.0003
7468,0.0004
1865,0.0001
7461,0.0001
7460,0.0003
7467,0.0008
7466,0.0001
7465,0.0001
3729,0.0031
1868,0.0000
10898,0.0001
10893,0.0001
13353,0.0001
10895,0.0002
7030,0.0001
13597,0.0001
13596,0.0000
13595,0.0000
13594,0.0000
7031,0.0001
13593,0.0002
4935,0.0001
13603,0.0002
4733,0.0001
13601,0.0001
13607,0.0005
13606,0.0012
2318,0.0002
4735,0.0002
2316,0.0001
2317,0.0037
4738,0.0001
2315,0.0001
2312,0.0010
2313,0.0001
2310,0.0001
2311,0.0000
5854,0.0001
5856,0.0001
5857,0.0002
5850,0.0001
5851,0.0020
5852,0.0002
5853,0.0006
5859,0.0001
3771,0.0001
3770,0.0002
3776,0.0002
3775,0.0001
3779,0.0003
4021,0.0003
4655,0.0028
4654,0.0002
4657,0.0015
4656,0.0000
13540,0.0001
13542,0.0004
13543,0.0156
4658,0.0001
7889,0.0000
7888,0.0002
11736,0.0002
4028,0.0001
11762,0.0003
11763,0.0004
11760,0.0002
7882,0.0013
11766,0.0001
7884,0.0001
7887,0.0005
11765,0.0000
109,0.0000
102,0.0002
103,0.0003
100,0.0001
107,0.0002
104,0.0019
2107,0.0066
11389,0.0004
10386,0.0004
10385,0.0001
10384,0.0016
10383,0.0004
10382,0.0000
10380,0.0001
10389,0.0003
10388,0.0001
7517,0.0004
5113,0.0002
345,0.0000
7265,0.0000
7264,0.0001
7267,0.0001
5112,0.0001
7261,0.0000
7260,0.0001
7263,0.0005
7262,0.0018
12235,0.0000
6205,0.0005
6206,0.0013
347,0.0008
6200,0.0001
6201,0.0002
340,0.0003
12239,0.0005
6209,0.0002
6808,0.0001
6809,0.0003
6806,0.0001
6807,0.0000
6804,0.0002
6805,0.0009
6802,0.0001
6803,0.0005
6800,0.0003
10009,0.0002
10563,0.0001
9745,0.0001
10561,0.0069
9747,0.0004
9740,0.0001
9741,0.0004
9742,0.0000
10569,0.0009
9748,0.0001
9749,0.0018
8839,0.0001
8838,0.0001
8835,0.0001
8834,0.0003
8837,0.0001
8836,0.0012
8831,0.0001
8830,0.0001
8833,0.0001
8832,0.0005
7679,0.0001
7676,0.0004
7677,0.0000
7675,0.0003
7672,0.0001
9597,0.0002
7670,0.0001
9596,0.0002
9222,0.0001
1757,0.0001
1755,0.0009
1754,0.0003
1753,0.0003
1752,0.0001
1751,0.0003
1750,0.0002
1285,0.0001
1284,0.0003
1287,0.0001
11168,0.0124
1280,0.0005
1282,0.0001
11164,0.0044
11166,0.0004
1289,0.0005
11161,0.0011
11162,0.0002
11163,0.0003
8765,0.0012
1579,0.0567
8766,0.0014
8761,0.0004
688,0.0001
8762,0.0000
685,0.0003
1572,0.0004
687,0.0006
686,0.0002
681,0.0023
680,0.0001
682,0.0000
13835,0.0019
13836,0.0000
13837,0.0002
13830,0.0080
12707,0.0001
13832,0.0000
12876,0.0001
1240,0.0001
13838,0.0001
8051,0.0001
12874,0.0006
12708,0.0001
12873,0.0001
12872,0.0006
5629,0.0001
5626,0.0002
5625,0.0001
5623,0.0001
5622,0.0000
5621,0.0001
8493,0.0003
8492,0.0002
8491,0.0000
8497,0.0013
8496,0.0001
8495,0.0001
13871,0.0003
8498,0.0004
13872,0.0001
4182,0.0042
13875,0.0001
5995,0.0000
9,0.0000
5997,0.0001
5996,0.0001
5990,0.0016
11579,0.0000
11578,0.0005
11577,0.0000
11576,0.0000
11574,0.0004
5999,0.0001
11571,0.0068
11570,0.0010
10664,0.0000
6781,0.0007
6783,0.0000
6782,0.0002
6784,0.0004
6786,0.0007
10666,0.0002
4676,0.0003
245,0.0008
244,0.0040
247,0.0001
246,0.0001
241,0.0001
243,0.0003
242,0.0002
249,0.0000
12008,0.0003
12007,0.0003
12005,0.0002
12002,0.0002
12000,0.0001
12001,0.0000
7490,0.0005
9248,0.0000
9539,0.0000
9537,0.0000
9240,0.0000
9243,0.0005
9242,0.0004
9533,0.0008
9247,0.0001
9246,0.0004
2155,0.0003
3698,0.0000
3699,0.0006
3690,0.0058
3694,0.0000
4672,0.0004
3696,0.0000
10713,0.0000
2156,0.0000
12750,0.0001
2769,0.0002
3526,0.0002
3527,0.0000
3524,0.0003
3525,0.0003
3522,0.0006
3523,0.0020
3521,0.0002
3528,0.0002
2768,0.0002
2150,0.0000
10714,0.0003
10715,0.0007
10716,0.0003
10717,0.0000
2699,0.0000
2698,0.0006
2697,0.0001
10718,0.0008
10719,0.0001
2690,0.0004
13066,0.0002
13064,0.0005
13063,0.0002
13062,0.0001
13069,0.0003
13068,0.0002
2908,0.0001
4534,0.0001
3598,0.0000
4535,0.0003
1142,0.0005
1143,0.0003
1140,0.0010
1141,0.0274
1146,0.0002
1147,0.0000
1144,0.0012
1145,0.0008
1148,0.0002
1149,0.0001
768,0.0000
769,0.0001
6358,0.0002
7199,0.0001
7198,0.0006
7193,0.0004
13760,0.0000
7191,0.0023
7190,0.0001
7196,0.0004
7195,0.0003
7194,0.0003
11,0.0000
10,0.0007
2969,0.0001
2968,0.0002
8539,0.0001
8530,0.0001
12825,0.0001
8020,0.0007
8021,0.0000
12820,0.0005
12821,0.1813
12822,0.0002
8025,0.0008
7441,0.0001
7440,0.0001
7443,0.0002
7442,0.0000
7445,0.0001
7444,0.0002
7447,0.0002
7449,0.0005
10423,0.0001
16,0.0002
12479,0.0001
6409,0.0002
4283,0.0075
4280,0.0004
13990,0.0000
4287,0.0001
13995,0.0002
13994,0.0008
4288,0.0010
13998,0.0004
10170,0.0004
380,0.0012
381,0.0009
382,0.0003
383,0.0000
384,0.0001
386,0.0005
387,0.0013
389,0.0000
4758,0.0004
4759,0.0002
1369,0.0001
13661,0.0000
4751,0.0074
13663,0.0019
4753,0.0021
4754,0.0000
13667,0.0005
1076,0.0000
11298,0.0004
5871,0.0028
5877,0.0002
5874,0.0003
5875,0.0005
11292,0.0044
11293,0.0000
11290,0.0004
11291,0.0000
11296,0.0003
11297,0.0000
11294,0.0001
11295,0.0001
3759,0.0010
3750,0.0003
3753,0.0002
3752,0.0059
3755,0.0003
3757,0.0000
3756,0.0000
13522,0.0005
2191,0.0002
4631,0.0002
13521,0.0002
4637,0.0005
13527,0.0014
2196,0.0005
2197,0.0021
4639,0.0015
13529,0.0008
11741,0.0003
11742,0.0036
11743,0.0001
11744,0.0001
11746,0.0001
11748,0.0034
4812,0.0001
39,0.0000
13298,0.0000
13299,0.0006
2045,0.0003
13290,0.0002
13291,0.0007
166,0.0009
160,0.0003
161,0.0613
162,0.0036
163,0.0001
13650,0.0001
4763,0.0006
6194,0.0002
6196,0.0004
6197,0.0000
6190,0.0002
6192,0.0008
6193,0.0005
6198,0.0013
2734,0.0007
2736,0.0001
2731,0.0003
2732,0.0001
2733,0.0001
4766,0.0013
9186,0.0002
4769,0.0005
9184,0.0002
10369,0.0007
10368,0.0001
9180,0.0004
4768,0.0001
10364,0.0060
10367,0.0001
10366,0.0006
10363,0.0007
8225,0.0026
12129,0.0005
9411,0.0002
7201,0.0010
7200,0.0010
7207,0.0011
7206,0.0003
7204,0.0003
6222,0.0007
12212,0.0002
6220,0.0004
6221,0.0000
12217,0.0041
12215,0.0005
6225,0.0081
11612,0.0000
6229,0.0001
9415,0.0001
11610,0.0006
9417,0.0001
9762,0.0002
10508,0.0000
9760,0.0000
9761,0.0001
9766,0.0003
9764,0.0012
10501,0.0010
10500,0.0002
10503,0.0080
10502,0.0001
6372,0.0011
10507,0.0002
12122,0.0002
6374,0.0000
6375,0.0000
8859,0.0000
808,0.0019
12127,0.0002
803,0.0003
802,0.0075
801,0.0001
11619,0.0010
8856,0.0001
805,0.0002
8854,0.0001
10141,0.0004
10140,0.0002
8604,0.0001
13450,0.0144
5274,0.0002
5275,0.0001
1777,0.0000
5277,0.0004
5270,0.0005
5271,0.0009
1773,0.0002
1772,0.0011
5278,0.0002
5279,0.0006
1100,0.0000
378,0.0001
1553,0.0011
1552,0.0002
3038,0.0079
1556,0.0001
3034,0.0018
1558,0.0005
3036,0.0005
3037,0.0010
11106,0.0003
11107,0.0000
11104,0.0004
11105,0.0008
8706,0.0004
8705,0.0000
